OP,A1,A2,A3 
+,27559,893,559
+,11273,36,236
+,15881,996,991
+,25606,336,717
+,17842,710,827
+,15718,170,658
+,11767,922,61
+,29134,6,897
+,25621,208,781
+,28424,750,293
+,639,292,210
+,26045,205,354
+,27796,869,379
+,26285,647,453
+,20668,362,110
+,8164,297,759
+,17229,732,16
+,26122,232,247
+,21058,916,240
+,28647,495,612
+,28378,521,943
+,27170,274,388
+,12550,599,719
+,9167,843,240
+,2874,424,765
+,1998,452,321
+,27864,941,765
+,18044,695,899
+,13500,327,769
+,16347,504,880
+,30235,946,441
+,29594,312,83
+,8053,835,321
+,20217,422,880
+,20289,672,430
+,27682,362,110
+,1135,641,85
+,4870,498,78
+,14614,561,792
+,9170,176,794
+,9010,519,975
+,6132,70,390
+,7035,287,368
+,11598,351,369
+,5662,672,284
+,13980,99,920
+,22387,137,712
+,27330,289,250
+,966,165,169
+,27137,727,680
+,12943,953,706
+,23738,717,989
+,14193,666,541
+,27124,498,462
+,5504,352,298
+,1659,681,713
+,15105,596,384
+,1399,823,223
+,28952,301,460
+,10864,95,860
+,26505,805,29
+,3013,276,151
+,4220,259,353
+,26519,989,48
+,14530,36,613
+,21167,743,938
+,6479,332,180
+,2112,37,36
+,714,198,924
+,2457,249,571
+,26632,996,553
+,8481,877,8
+,19205,843,954
+,19081,985,501
+,2753,604,771
+,21125,85,768
+,20653,216,981
+,22488,632,874
+,12197,383,836
+,28890,814,968
+,6492,287,381
+,26997,819,17
+,7283,354,704
+,25590,421,100
+,2020,473,645
+,391,293,956
+,3979,93,557
+,28842,792,124
+,26011,731,363
+,30668,511,315
+,30940,539,271
+,27695,254,831
+,3103,938,785
+,8187,508,869
+,18026,357,29
+,24513,638,859
+,18217,888,490
+,14817,930,686
+,30829,71,58
+,1018,140,525
+,5697,539,209
+,26872,175,176
+,8525,479,817
+,9792,470,900
+,22189,760,472
+,1604,721,154
+,16825,763,234
+,12984,316,513
+,11656,176,532
+,8133,628,635
+,23303,99,707
+,29523,688,547
+,29995,164,496
+,10741,638,474
+,29965,976,178
+,1321,854,287
+,19769,427,926
+,22835,857,863
+,23091,115,673
+,9968,605,254
+,22480,22,573
+,26463,269,691
+,5164,968,718
+,2962,590,309
+,3929,142,790
+,8683,842,333
+,15182,831,430
+,10102,117,683
+,29659,727,283
+,6803,420,845
+,25242,294,168
+,11740,219,741
+,17561,565,563
+,3956,21,788
+,13320,382,302
+,10290,225,291
+,15271,4,322
+,27680,311,226
+,5386,339,938
+,3462,171,706
+,5092,169,481
+,3570,398,823
+,19159,226,155
+,25236,66,846
+,25556,525,963
+,27870,71,805
+,6642,679,240
+,2447,242,663
+,7654,744,982
+,8911,582,560
+,14835,266,873
+,10422,204,700
+,10690,529,833
+,24096,729,272
+,22961,854,325
+,28837,493,305
+,26241,997,542
+,10322,789,303
+,8552,302,517
+,9557,296,830
+,7758,722,612
+,4283,649,421
+,21706,632,318
+,14253,972,0
+,28759,529,448
+,18606,741,241
+,31030,834,472
+,2452,932,154
+,12922,50,165
+,26868,629,826
+,20880,542,621
+,4374,818,376
+,31452,885,390
+,3131,380,905
+,19030,828,900
+,2782,718,31
+,24507,920,465
+,27432,553,836
+,12205,249,786
+,22965,302,208
+,13535,305,398
+,17031,258,564
+,7584,656,46
+,1438,955,191
+,3048,353,826
+,9169,876,384
+,23319,166,344
+,4665,400,94
+,1962,482,403
+,16122,738,526
+,29376,842,678
+,7804,261,586
+,17360,881,547
+,6723,428,941
+,3406,992,503
+,31747,382,215
+,28023,200,586
+,24185,14,736
+,12329,218,829
+,27687,311,896
+,24868,400,277
+,47,808,959
+,27148,116,645
+,27593,645,303
+,29876,852,157
+,20838,689,447
+,11351,479,641
+,17745,38,61
+,30072,804,16
+,783,418,103
+,13436,109,536
+,208,387,301
+,4933,538,451
+,8032,803,687
+,26082,643,54
+,24919,560,525
+,28166,417,810
+,24001,542,382
+,6403,163,158
+,25424,129,626
+,25316,436,667
+,16166,648,226
+,19388,655,984
+,12067,57,699
+,15201,114,12
+,7948,408,170
+,20405,210,549
+,24234,528,375
+,9958,28,392
+,25706,891,41
+,18474,299,241
+,9554,31,395
+,6575,742,785
+,29097,32,281
+,261,412,578
+,14966,965,354
+,18123,185,244
+,2830,315,471
+,29622,673,819
+,10180,295,920
+,25346,949,595
+,9250,741,12
+,15240,4,811
+,2258,269,511
+,13137,332,991
+,1504,587,116
+,16900,223,894
+,26356,595,432
+,7313,140,419
+,5876,11,607
+,1725,661,192
+,22063,109,450
+,16450,412,125
+,3912,777,189
+,12216,497,456
+,18728,504,268
+,2552,429,742
+,27066,647,816
+,8888,961,797
+,10483,143,772
+,23602,171,653
+,13639,584,749
+,28940,598,346
+,30456,568,912
+,7356,187,735
+,13741,806,812
+,21486,535,738
+,31988,206,438
+,23397,347,414
+,26316,686,663
+,18116,880,939
+,1158,240,4
+,5864,16,323
+,4917,201,391
+,30450,366,791
+,11926,262,374
+,15458,97,188
+,1506,688,599
+,8013,898,480
+,402,133,299
+,1443,229,44
+,30477,900,493
+,16673,861,582
+,24273,321,354
+,7484,642,287
+,31319,149,90
+,23684,178,725
+,22089,613,930
+,18805,861,81
+,3371,887,46
+,31331,460,176
+,8359,603,68
+,5154,278,401
+,12048,77,338
+,5468,348,520
+,18575,996,353
+,16371,831,871
+,1816,287,402
+,11800,912,250
+,16737,150,538
+,14915,632,947
+,16257,808,191
+,2525,125,239
+,20562,516,234
+,18895,690,398
+,23341,322,156
+,8616,526,1
+,2092,258,496
+,17165,884,381
+,8912,953,660
+,14068,90,1000
+,31484,183,406
+,10977,462,17
+,961,175,852
+,25278,747,966
+,3868,892,767
+,24016,874,766
+,8806,709,112
+,25595,450,314
+,24568,340,635
+,4159,409,696
+,12185,802,296
+,5471,144,760
+,8495,719,965
+,23618,312,727
+,26951,582,381
+,25656,406,831
+,16948,490,456
+,17137,656,436
+,11360,693,846
+,16266,446,849
+,5368,94,983
+,371,54,215
+,22986,118,675
+,29794,382,725
+,23196,742,105
+,415,593,503
+,3913,259,976
+,30231,382,935
+,24269,473,655
+,21563,769,14
+,24303,700,573
+,21826,366,58
+,29088,520,969
+,1803,142,723
+,19950,473,527
+,20063,634,18
+,14856,43,657
+,3800,930,604
+,14237,843,937
+,29090,393,54
+,8011,708,655
+,1897,921,319
+,7819,256,431
+,23919,807,830
+,29436,565,155
+,22894,640,848
+,10163,7,535
+,2166,854,83
+,21074,141,441
+,22316,173,673
+,30401,738,422
+,25009,577,145
+,31444,353,26
+,19216,809,247
+,12803,694,547
+,10706,148,14
+,17576,892,9
+,5091,537,319
+,26478,243,76
+,6658,700,244
+,16754,133,43
+,28095,909,479
+,10155,99,204
+,2739,951,750
+,9092,286,955
+,5003,615,235
+,20186,406,244
+,31504,309,482
+,30188,802,997
+,20989,145,462
+,27380,998,768
+,29966,51,823
+,22996,759,138
+,31443,357,394
+,28464,67,169
+,25136,279,933
+,16418,93,469
+,23351,974,603
+,20597,826,865
+,9387,207,226
+,28762,769,625
+,13040,953,261
+,25863,307,47
+,1981,898,214
+,1305,160,684
+,7069,810,598
+,8591,465,158
+,451,812,708
+,2212,130,75
+,19246,552,14
+,546,619,955
+,28981,158,569
+,25243,826,479
+,15434,546,176
+,30706,973,231
+,5661,116,744
+,22378,840,158
+,17903,822,728
+,11973,821,566
+,13790,851,4
+,18624,662,626
+,12675,493,404
+,4324,512,53
+,10370,231,414
+,11832,854,532
+,395,763,784
+,17310,383,683
+,31689,727,526
+,19461,761,723
+,20908,117,60
+,16370,637,136
+,7899,174,468
+,3694,936,262
+,12644,590,976
+,28910,756,577
+,31638,961,110
+,26010,883,989
+,29488,60,552
+,1788,535,118
+,21173,228,451
+,9684,694,110
+,12836,15,586
+,24505,746,235
+,30454,40,378
+,31829,75,316
+,19887,390,931
+,29155,870,479
+,6732,209,426
+,9884,68,877
+,21574,323,601
+,878,579,915
+,22625,732,800
+,25525,779,183
+,29491,262,834
+,19909,151,489
+,28790,616,154
+,19661,724,829
+,19693,124,279
+,18133,800,896
+,31362,901,20
+,2760,982,838
+,21122,959,39
+,9075,734,274
+,8119,907,274
+,4581,774,988
+,25922,421,411
+,28040,500,952
+,14070,921,253
+,29218,319,665
+,12583,912,886
+,23920,624,493
+,30791,14,232
+,4035,134,491
+,24656,484,95
+,4587,861,426
+,3292,497,611
+,2840,353,100
+,7118,481,566
+,14496,126,834
+,22497,942,362
+,20187,932,15
+,13490,35,54
+,4960,583,107
+,24519,304,966
+,20580,396,389
+,6981,846,388
+,28217,281,770
+,11507,370,786
+,14421,243,568
+,5377,106,374
+,27388,363,699
+,19998,786,443
+,277,921,457
+,18457,101,46
+,17383,104,603
+,2241,150,17
+,31846,998,445
+,27707,13,982
+,21023,614,548
+,4362,482,884
+,24679,97,831
+,26652,685,845
+,25344,513,736
+,12541,268,628
+,4493,265,40
+,28833,270,199
+,29897,360,835
+,10267,397,526
+,3381,301,755
+,3356,302,724
+,26409,600,86
+,23945,504,212
+,2927,684,913
+,12552,250,47
+,7502,418,139
+,2320,456,311
+,15653,957,249
+,4331,848,632
+,22742,761,147
+,13838,71,766
+,3951,710,284
+,26775,642,211
+,11258,854,271
+,22793,864,665
+,264,71,132
+,304,777,328
+,14583,209,405
+,22281,965,305
+,17021,856,257
+,7411,286,564
+,30028,621,123
+,27471,299,461
+,2553,361,249
+,15624,954,141
+,6993,590,685
+,35,400,998
+,3118,262,617
+,23058,396,9
+,2988,104,0
+,21478,777,919
+,29357,781,885
+,7672,262,835
+,24747,810,142
+,22919,749,24
+,23789,10,495
+,10010,328,762
+,20499,348,635
+,12987,102,266
+,1696,582,529
+,5423,223,181
+,21263,802,884
+,21774,187,881
+,12184,786,874
+,2700,719,877
+,30624,804,407
+,11810,154,59
+,21449,752,613
+,3058,264,859
+,8979,764,616
+,5209,814,63
+,9891,953,910
+,21299,849,442
+,4322,439,498
+,22563,259,158
+,6629,280,845
+,14018,488,881
+,22,383,432
+,14959,7,399
+,14460,287,642
+,30316,41,160
+,4071,806,664
+,533,940,749
+,30327,801,888
+,27964,701,781
+,20518,777,573
+,3262,785,288
+,1505,216,427
+,1586,729,379
+,24977,396,158
+,22365,364,890
+,11263,264,139
+,25831,404,360
+,15903,738,967
+,18551,24,978
+,4279,227,38
+,29909,259,95
+,17934,413,859
+,11067,477,948
+,9292,666,177
+,27143,298,596
+,10579,314,349
+,8799,807,370
+,16210,139,642
+,6941,417,659
+,27028,683,101
+,14078,827,239
+,7137,612,101
+,13032,724,415
+,17512,689,131
+,27822,799,561
+,2075,741,906
+,30050,352,36
+,22848,541,856
+,21762,440,880
+,20802,694,864
+,15022,422,181
+,23951,520,330
+,3052,841,594
+,24009,214,644
+,25366,981,818
+,81,817,625
+,19069,500,381
+,10724,752,10
+,15992,138,604
+,31014,855,114
+,12093,402,617
+,22764,271,249
+,9116,962,904
+,24569,591,397
+,16895,503,869
+,13200,210,84
+,3050,974,636
+,25194,558,976
+,26037,155,317
+,20762,885,545
+,2474,74,566
+,14810,197,121
+,12293,90,374
+,13573,788,933
+,20572,281,509
+,8805,745,884
+,20722,141,829
+,18921,530,800
+,4658,122,40
+,16038,718,40
+,12868,878,419
+,22158,592,234
+,24951,609,747
+,27529,951,876
+,27147,49,88
+,29997,974,665
+,23310,490,837
+,4792,781,62
+,8181,215,268
+,4348,772,251
+,22984,91,352
+,4157,347,770
+,21492,281,355
+,9087,69,86
+,1942,233,278
+,13487,214,386
+,25745,53,725
+,24579,737,389
+,4442,498,482
+,3120,654,127
+,26711,70,233
+,22259,258,921
+,16856,484,443
+,8760,938,128
+,18767,845,441
+,9480,229,768
+,9589,832,463
+,23070,144,669
+,10605,839,338
+,5517,929,627
+,17654,839,672
+,19557,437,464
+,9210,910,6
+,17441,900,998
+,11495,976,332
+,18680,11,226
+,1945,869,2
+,26392,763,503
+,6781,452,158
+,29307,812,42
+,6770,864,475
+,25717,144,510
+,4562,242,741
+,20190,129,704
+,5438,25,210
+,14030,998,633
+,20734,653,83
+,19997,288,473
+,23289,260,89
+,11489,188,495
+,22581,719,270
+,19265,408,383
+,24170,282,181
+,26565,899,916
+,6877,603,967
+,7764,630,596
+,26603,256,345
+,25415,915,574
+,3846,848,219
+,14387,254,651
+,2850,676,453
+,26762,634,565
+,11422,818,356
+,8611,437,20
+,29637,900,184
+,1056,510,270
+,9755,41,109
+,8111,56,282
+,24620,170,1
+,28547,122,345
+,27199,380,787
+,24116,421,340
+,3355,907,267
+,31169,215,339
+,7161,585,163
+,17902,626,907
+,14462,367,241
+,23559,448,750
+,30546,985,302
+,1363,143,685
+,24798,887,281
+,26955,688,825
+,17761,264,779
+,12021,579,469
+,26977,120,778
+,17796,696,72
+,25398,741,764
+,8778,304,203
+,3742,726,608
+,28486,669,65
+,3709,261,803
+,27620,872,221
+,18013,897,218
+,30431,830,702
+,25097,522,220
+,30564,523,561
+,24330,201,776
+,18535,154,429
+,14985,34,94
+,25583,454,857
+,5511,594,277
+,9459,778,586
+,17616,11,332
+,7367,576,977
+,9006,860,418
+,1071,17,225
+,9571,993,658
+,31054,68,217
+,24938,592,810
+,26079,482,980
+,1011,515,255
+,18526,313,101
+,2708,708,199
+,5480,112,669
+,16013,116,837
+,14544,439,627
+,27521,491,586
+,23269,574,948
+,28976,26,845
+,30667,752,75
+,22436,624,799
+,27820,96,763
+,16219,798,355
+,21399,137,343
+,28919,312,614
+,18401,766,882
+,12581,445,489
+,28100,772,929
+,6393,526,526
+,30490,272,258
+,31118,835,76
+,314,70,467
+,11764,374,913
+,30740,534,597
+,20296,226,395
+,14778,770,309
+,27590,987,999
+,10308,458,393
+,6130,159,239
+,4597,59,380
+,9464,57,192
+,30469,340,832
+,5467,54,59
+,18183,43,78
+,5676,743,833
+,21143,174,326
+,27622,181,364
+,17608,101,240
+,20824,424,856
+,31579,950,698
+,27982,103,480
+,13862,504,770
+,12573,225,247
+,30294,60,641
+,4517,766,905
+,31816,684,297
+,13704,522,200
+,12729,515,709
+,16738,94,589
+,4632,137,867
+,22722,295,292
+,29330,787,743
+,5998,220,51
+,3832,183,728
+,30713,925,77
+,7817,251,673
+,3862,745,170
+,10262,176,239
+,4389,443,911
+,22023,67,489
+,2777,469,577
+,19338,301,943
+,20135,879,961
+,28983,88,502
+,26234,865,815
+,23133,764,761
+,22072,534,798
+,26664,308,553
+,5653,652,524
+,20229,66,496
+,27889,804,503
+,11533,591,711
+,11400,271,997
+,3743,325,188
+,19234,866,137
+,12862,63,682
+,20031,915,101
+,12734,233,873
+,19561,261,728
+,10269,833,857
+,20942,360,851
+,17292,118,547
+,16039,543,668
+,21977,777,827
+,8596,758,822
+,3734,469,389
+,14993,509,1000
+,6457,649,812
+,10681,616,803
+,11986,712,640
+,6126,299,265
+,17592,346,967
+,26198,654,817
+,3334,903,78
+,31921,753,815
+,2050,787,784
+,26083,525,660
+,26500,960,208
+,23060,665,320
+,24652,955,376
+,9120,134,697
+,6743,188,950
+,7038,315,132
+,23092,203,902
+,145,291,147
+,12741,179,955
+,14075,939,814
+,19405,50,418
+,14731,52,410
+,6465,437,825
+,20123,57,989
+,24162,795,725
+,956,45,862
+,12962,21,826
+,14160,687,15
+,21538,563,891
+,20987,942,661
+,6107,11,165
+,6044,540,302
+,20635,548,834
+,29752,843,256
+,26140,776,528
+,7597,91,571
+,15140,459,141
+,13971,633,960
+,18345,172,485
+,10845,702,991
+,5247,160,404
+,18084,583,915
+,5716,48,900
+,16908,790,958
+,7992,745,546
+,24264,412,594
+,5385,393,226
+,26216,485,657
+,22188,892,283
+,27786,112,86
+,21232,964,520
+,27731,997,803
+,740,926,334
+,3771,375,632
+,23290,31,712
+,26548,378,180
+,1464,935,942
+,9839,993,223
+,2201,536,297
+,10450,264,244
+,14825,909,638
+,22831,684,407
+,23658,730,221
+,14357,799,886
+,3198,113,897
+,15602,274,866
+,11413,884,415
+,15824,502,438
+,27918,365,969
+,6778,800,847
+,25698,546,432
+,30457,49,622
+,11241,503,451
+,10220,475,805
+,11414,500,126
+,4642,752,312
+,23925,871,176
+,27240,485,679
+,3803,284,265
+,2813,604,127
+,13630,633,571
+,9680,388,171
+,3425,209,18
+,15819,111,885
+,804,253,408
+,11303,365,843
+,4939,306,427
+,30636,718,470
+,22624,986,345
+,19286,214,622
+,22267,691,369
+,25308,898,292
+,15173,56,845
+,12816,660,857
+,12259,502,871
+,14607,873,60
+,7242,904,348
+,18849,271,844
+,22533,738,459
+,19022,899,897
+,18284,437,893
+,16999,962,746
+,24472,790,101
+,16733,244,140
+,7274,318,623
+,8478,699,62
+,28219,612,48
+,345,854,62
+,3471,22,130
+,14105,688,171
+,30931,280,332
+,10865,512,808
+,24663,303,454
+,13094,566,670
+,21192,23,728
+,22199,775,205
+,21136,693,359
+,18455,391,856
+,1451,539,358
+,20076,235,171
+,21200,249,221
+,5450,964,994
+,11632,961,594
+,21780,82,409
+,21548,960,986
+,8134,272,445
+,28432,739,838
+,3583,403,577
+,2784,179,616
+,20911,144,256
+,30689,397,322
+,17593,840,954
+,26617,294,171
+,22991,930,153
+,28546,36,166
+,30726,322,247
+,1204,222,546
+,17814,27,204
+,13706,796,841
+,22665,612,175
+,16600,681,310
+,17510,993,946
+,13133,350,314
+,19078,657,423
+,15703,152,779
+,19593,593,599
+,14715,494,529
+,2423,222,113
+,12353,995,385
+,25856,417,989
+,31720,647,162
+,23436,177,264
+,5050,833,797
+,21583,740,416
+,8279,870,717
+,7930,276,529
+,9923,334,757
+,20753,466,546
+,4560,284,886
+,28187,703,851
+,22052,683,550
+,13406,301,237
+,26052,351,119
+,26072,87,833
+,27780,616,648
+,29711,952,181
+,2266,607,335
+,22702,972,528
+,27239,839,370
+,9546,786,506
+,26138,598,840
+,14367,159,849
+,6869,716,34
+,23211,642,17
+,15126,830,997
+,23829,429,886
+,881,4,739
+,30574,354,733
+,25153,945,0
+,31801,487,374
+,5895,458,436
+,17879,189,493
+,19406,579,428
+,6547,96,116
+,18476,556,443
+,3731,175,142
+,11960,161,31
+,12875,299,149
+,25751,142,769
+,26754,496,489
+,9184,594,552
+,12322,763,697
+,10678,946,488
+,7943,646,475
+,25623,828,47
+,18870,986,290
+,16089,42,800
+,20738,971,541
+,22772,506,256
+,24080,790,797
+,9550,232,548
+,10457,990,752
+,29279,896,914
+,5820,137,840
+,31524,314,320
+,15696,176,957
+,6581,108,980
+,22783,102,782
+,19766,974,68
+,28338,448,696
+,9844,688,38
+,4460,320,604
