OP,A1,A2,A3 
+,3745,519,774
+,2457,944,688
+,5287,337,426
+,7714,816,565
+,1072,387,488
+,3242,316,843
+,2175,313,693
+,1955,500,861
+,2573,710,215
+,5867,453,667
+,5486,100,825
+,1673,860,477
+,2136,980,397
+,2591,901,943
+,4282,652,880
+,4630,323,673
+,4781,657,641
+,5385,503,520
+,3434,223,397
+,671,160,152
+,5073,202,732
+,325,513,329
+,4870,13,241
+,4742,193,418
+,2016,601,618
+,4666,133,976
+,7293,341,698
+,982,44,745
+,3307,229,89
+,1926,985,141
+,7060,841,699
+,5531,402,322
+,556,162,469
+,4874,321,711
+,561,727,338
+,1522,121,291
+,6974,461,159
+,656,608,706
+,4160,192,143
+,465,131,251
+,1289,493,498
+,4350,299,434
+,6985,627,337
+,7531,34,599
+,4119,727,365
+,3905,376,352
+,4785,462,42
+,410,152,37
+,468,420,116
+,2569,257,75
+,6127,428,997
+,499,271,959
+,4441,811,369
+,6027,280,818
+,4744,818,401
+,479,784,163
+,1783,564,577
+,2430,949,678
+,1555,95,979
+,1268,151,489
+,3986,749,773
+,5885,14,862
+,5422,332,30
+,4552,752,414
+,6417,927,157
+,5984,890,153
+,5706,554,664
+,3465,671,727
+,2336,27,373
+,3727,303,290
+,6431,570,711
+,6423,254,687
+,7590,959,262
+,2172,378,331
+,3198,962,348
+,17,340,52
+,3104,992,417
+,1348,722,340
+,480,6,511
+,7392,498,786
+,3285,620,821
+,7083,319,945
+,1751,221,237
+,3943,140,499
+,3978,878,196
+,3329,740,615
+,1362,269,694
+,1936,420,36
+,6952,532,182
+,6173,759,844
+,7588,409,579
+,764,738,676
+,120,855,145
+,6848,982,434
+,4428,951,576
+,5342,188,969
+,414,188,153
+,802,577,454
+,4508,971,345
+,7012,23,410
+,7056,468,791
+,6619,38,442
+,3630,961,937
+,617,24,939
+,7563,68,979
+,7163,694,110
+,2046,39,57
+,3789,598,868
?,4143,4143,4143
?,5069,5069,5069
?,10021,10021,10021
?,544,544,544
?,7490,7490,7490
?,7151,7151,7151
?,9817,9817,9817
?,7793,7793,7793
?,2681,2681,2681
?,1877,1877,1877
?,6266,6266,6266
?,2988,2988,2988
?,1211,1211,1211
?,9032,9032,9032
?,10635,10635,10635
?,3173,3173,3173
?,11238,11238,11238
?,3894,3894,3894
?,11244,11244,11244
?,3789,3789,3789
?,9637,9637,9637
?,10408,10408,10408
?,1189,1189,1189
?,9770,9770,9770
?,2582,2582,2582
?,9470,9470,9470
?,6192,6192,6192
?,10630,10630,10630
?,9985,9985,9985
?,2404,2404,2404
?,1843,1843,1843
?,41,41,41
?,5525,5525,5525
?,3676,3676,3676
?,408,408,408
?,7871,7871,7871
?,1394,1394,1394
?,2616,2616,2616
?,2840,2840,2840
?,6847,6847,6847
?,691,691,691
?,912,912,912
?,9163,9163,9163
?,2064,2064,2064
?,2381,2381,2381
?,8371,8371,8371
?,3821,3821,3821
?,10689,10689,10689
?,7591,7591,7591
?,7283,7283,7283
?,4584,4584,4584
?,2980,2980,2980
?,7439,7439,7439
?,888,888,888
?,5171,5171,5171
?,4688,4688,4688
?,10166,10166,10166
?,9170,9170,9170
?,5311,5311,5311
?,8045,8045,8045
?,8872,8872,8872
?,8773,8773,8773
?,7290,7290,7290
?,2729,2729,2729
?,8971,8971,8971
?,2381,2381,2381
?,1019,1019,1019
?,6558,6558,6558
?,3171,3171,3171
?,2470,2470,2470
?,2602,2602,2602
?,11354,11354,11354
?,10818,10818,10818
?,8496,8496,8496
?,11366,11366,11366
?,423,423,423
?,1297,1297,1297
?,2743,2743,2743
?,6905,6905,6905
?,9453,9453,9453
?,9068,9068,9068
?,869,869,869
?,4770,4770,4770
?,4239,4239,4239
?,6816,6816,6816
?,11530,11530,11530
?,6867,6867,6867
?,5992,5992,5992
?,8246,8246,8246
?,9497,9497,9497
?,5310,5310,5310
?,2251,2251,2251
?,4436,4436,4436
?,8046,8046,8046
?,6691,6691,6691
?,216,216,216
?,9304,9304,9304
?,6832,6832,6832
?,11348,11348,11348
?,319,319,319
?,10597,10597,10597
?,6990,6990,6990
?,4347,4347,4347
?,7209,7209,7209
?,2550,2550,2550
?,11384,11384,11384
?,10284,10284,10284
-,2541,2541,2541
-,5424,5424,5424
-,5987,5987,5987
-,282,282,282
-,3265,3265,3265
-,3532,3532,3532
-,6201,6201,6201
-,4277,4277,4277
-,7834,7834,7834
-,6867,6867,6867
-,810,810,810
-,5082,5082,5082
-,2597,2597,2597
-,7488,7488,7488
-,1331,1331,1331
-,117,117,117
-,3670,3670,3670
-,3021,3021,3021
-,5273,5273,5273
-,5969,5969,5969
-,1207,1207,1207
-,1490,1490,1490
-,6461,6461,6461
-,2660,2660,2660
-,470,470,470
-,7653,7653,7653
-,3394,3394,3394
-,5429,5429,5429
-,4216,4216,4216
-,7220,7220,7220
-,74,74,74
-,3139,3139,3139
-,3325,3325,3325
-,3481,3481,3481
-,4428,4428,4428
-,4764,4764,4764
-,2296,2296,2296
-,3928,3928,3928
-,5493,5493,5493
-,6070,6070,6070
-,4634,4634,4634
-,3230,3230,3230
-,6815,6815,6815
-,6590,6590,6590
-,3200,3200,3200
-,1758,1758,1758
-,5292,5292,5292
-,6636,6636,6636
-,5618,5618,5618
-,3303,3303,3303
-,1174,1174,1174
-,6741,6741,6741
-,5673,5673,5673
-,3281,3281,3281
-,2096,2096,2096
-,4217,4217,4217
-,5187,5187,5187
-,2001,2001,2001
-,3853,3853,3853
-,1242,1242,1242
-,4620,4620,4620
-,303,303,303
-,3767,3767,3767
-,3648,3648,3648
-,5109,5109,5109
-,6221,6221,6221
-,6730,6730,6730
-,2477,2477,2477
-,4196,4196,4196
-,4187,4187,4187
-,531,531,531
-,7975,7975,7975
-,7025,7025,7025
-,1987,1987,1987
-,1675,1675,1675
-,4964,4964,4964
-,45,45,45
-,7795,7795,7795
-,5446,5446,5446
-,4893,4893,4893
-,1403,1403,1403
-,1111,1111,1111
-,3567,3567,3567
-,7535,7535,7535
-,3313,3313,3313
-,4673,4673,4673
-,7615,7615,7615
-,6045,6045,6045
-,2216,2216,2216
-,3447,3447,3447
-,1268,1268,1268
-,5944,5944,5944
-,5484,5484,5484
-,167,167,167
-,3153,3153,3153
-,6763,6763,6763
-,2443,2443,2443
-,1221,1221,1221
-,7864,7864,7864
-,1010,1010,1010
-,5179,5179,5179
-,2176,2176,2176
-,6091,6091,6091
-,4753,4753,4753
-,6554,6554,6554
-,1486,1486,1486
-,7392,7392,7392
-,5185,5185,5185
-,5863,5863,5863
-,6420,6420,6420
-,2050,2050,2050
-,823,823,823
-,2188,2188,2188
-,2745,2745,2745
-,6610,6610,6610
-,5387,5387,5387
-,6762,6762,6762
-,6373,6373,6373
-,600,600,600
-,2920,2920,2920
-,3170,3170,3170
-,5628,5628,5628
-,5730,5730,5730
-,808,808,808
-,4371,4371,4371
-,2658,2658,2658
-,2875,2875,2875
-,5941,5941,5941
-,3459,3459,3459
-,7463,7463,7463
-,2795,2795,2795
-,1415,1415,1415
+,7682,781,792
+,1503,324,548
+,7983,157,411
+,1148,130,737
+,3675,639,377
+,4393,546,109
+,1558,871,626
+,1569,836,872
+,2036,318,990
+,895,187,818
+,7058,136,199
+,6558,568,379
+,2779,235,845
+,5965,523,57
+,3298,211,971
+,496,754,955
+,806,341,896
+,5293,175,520
+,5353,30,344
+,5516,948,825
+,443,323,46
+,5972,509,733
+,7076,520,90
+,3825,702,903
+,3367,645,840
+,3469,827,216
+,2902,265,807
+,3531,842,301
+,5398,134,366
+,794,287,720
+,772,484,504
+,1559,494,259
+,3334,797,931
+,6615,579,399
+,3874,813,601
+,6427,34,313
+,1990,289,826
+,3872,49,445
+,4720,395,581
+,4677,894,523
+,7228,138,399
+,7663,559,444
+,5925,983,759
+,1083,468,372
+,7722,373,821
+,1755,508,473
+,3976,233,804
+,5480,835,575
+,2281,924,667
+,1949,297,668
+,4211,388,21
+,580,103,143
+,2706,22,907
+,7042,260,24
+,257,160,880
+,7417,259,829
+,552,748,202
+,1875,445,44
+,482,773,444
+,5169,587,853
+,5798,874,833
+,581,144,862
+,58,761,258
+,1804,31,450
+,4820,146,406
+,1885,139,369
+,4537,960,914
+,4819,106,723
+,172,303,206
+,2769,702,403
+,524,58,222
+,1840,380,60
+,2030,845,236
+,991,696,709
+,3698,598,304
+,4239,690,649
+,7369,520,956
+,3588,264,970
+,3059,960,158
+,7971,570,586
+,5502,159,702
+,3268,248,437
+,2553,805,871
+,5840,605,932
+,1647,583,424
+,5651,268,344
+,5979,817,313
+,6187,715,766
+,4417,362,728
+,7609,362,862
+,1735,750,519
+,3466,118,177
+,4969,742,197
+,7146,111,504
+,4322,895,294
+,2171,745,883
+,1352,820,147
+,4503,746,109
+,3893,234,135
+,5404,148,954
+,1051,286,923
+,1030,165,218
+,6273,988,213
+,4363,883,681
+,6230,132,487
+,566,104,472
+,6684,940,835
+,3981,727,31
?,10917,10917,10917
?,4535,4535,4535
?,663,663,663
?,4558,4558,4558
?,6381,6381,6381
?,5511,5511,5511
?,10876,10876,10876
?,6007,6007,6007
?,1627,1627,1627
?,1324,1324,1324
?,2677,2677,2677
?,9052,9052,9052
?,6190,6190,6190
?,3792,3792,3792
?,8269,8269,8269
?,1302,1302,1302
?,2012,2012,2012
?,261,261,261
?,5738,5738,5738
?,108,108,108
?,2226,2226,2226
?,11590,11590,11590
?,2151,2151,2151
?,8715,8715,8715
?,11772,11772,11772
?,9882,9882,9882
?,2654,2654,2654
?,621,621,621
?,7813,7813,7813
?,10648,10648,10648
?,4784,4784,4784
?,11128,11128,11128
?,10428,10428,10428
?,5547,5547,5547
?,9629,9629,9629
?,5842,5842,5842
?,2781,2781,2781
?,8617,8617,8617
?,11767,11767,11767
?,2210,2210,2210
?,7248,7248,7248
?,6882,6882,6882
?,8035,8035,8035
?,7890,7890,7890
?,4472,4472,4472
?,2992,2992,2992
?,3380,3380,3380
?,10240,10240,10240
?,3444,3444,3444
?,5216,5216,5216
?,11456,11456,11456
?,4342,4342,4342
?,3556,3556,3556
?,3756,3756,3756
?,10466,10466,10466
?,7485,7485,7485
?,3171,3171,3171
?,2183,2183,2183
?,11722,11722,11722
?,7217,7217,7217
?,8521,8521,8521
?,3539,3539,3539
?,9961,9961,9961
?,6853,6853,6853
?,9478,9478,9478
?,3066,3066,3066
?,1308,1308,1308
?,5648,5648,5648
?,1962,1962,1962
?,673,673,673
?,196,196,196
?,2261,2261,2261
?,6216,6216,6216
?,24,24,24
?,8024,8024,8024
?,7226,7226,7226
?,2706,2706,2706
?,1110,1110,1110
?,4219,4219,4219
?,3174,3174,3174
?,10290,10290,10290
?,10267,10267,10267
?,4119,4119,4119
?,11419,11419,11419
?,8552,8552,8552
?,6314,6314,6314
?,9327,9327,9327
?,10920,10920,10920
?,6270,6270,6270
?,5625,5625,5625
?,3549,3549,3549
?,8139,8139,8139
?,1119,1119,1119
?,5918,5918,5918
?,5841,5841,5841
?,7806,7806,7806
?,4074,4074,4074
?,1826,1826,1826
?,432,432,432
?,5835,5835,5835
?,2974,2974,2974
?,71,71,71
?,9181,9181,9181
?,9303,9303,9303
?,9166,9166,9166
?,3188,3188,3188
?,1074,1074,1074
?,9112,9112,9112
?,7425,7425,7425
?,3637,3637,3637
?,497,497,497
?,10900,10900,10900
?,9312,9312,9312
?,5921,5921,5921
?,848,848,848
?,7804,7804,7804
?,10203,10203,10203
?,3434,3434,3434
?,3817,3817,3817
?,7653,7653,7653
?,7362,7362,7362
?,3732,3732,3732
?,1728,1728,1728
?,2133,2133,2133
?,10032,10032,10032
?,7805,7805,7805
?,3159,3159,3159
?,4509,4509,4509
?,1404,1404,1404
?,5102,5102,5102
?,8474,8474,8474
?,5569,5569,5569
?,847,847,847
?,2620,2620,2620
?,11213,11213,11213
?,11311,11311,11311
?,7437,7437,7437
?,10975,10975,10975
?,6114,6114,6114
?,9938,9938,9938
?,10468,10468,10468
?,11416,11416,11416
?,440,440,440
?,8610,8610,8610
?,2448,2448,2448
?,6750,6750,6750
?,8915,8915,8915
?,11734,11734,11734
?,304,304,304
?,5,5,5
?,9954,9954,9954
?,964,964,964
?,7735,7735,7735
?,2470,2470,2470
?,2832,2832,2832
?,451,451,451
?,9188,9188,9188
?,10735,10735,10735
?,10294,10294,10294
?,7825,7825,7825
?,1400,1400,1400
?,2567,2567,2567
?,1987,1987,1987
?,8560,8560,8560
?,9574,9574,9574
?,4576,4576,4576
?,5689,5689,5689
?,2949,2949,2949
?,4020,4020,4020
?,9769,9769,9769
?,10538,10538,10538
?,11464,11464,11464
?,5298,5298,5298
?,9343,9343,9343
?,6776,6776,6776
?,620,620,620
?,2153,2153,2153
?,3844,3844,3844
?,3436,3436,3436
?,1236,1236,1236
?,5372,5372,5372
?,10170,10170,10170
?,10221,10221,10221
?,8456,8456,8456
?,7612,7612,7612
?,5748,5748,5748
?,1884,1884,1884
?,7541,7541,7541
?,5911,5911,5911
?,7299,7299,7299
?,10176,10176,10176
?,485,485,485
?,3240,3240,3240
?,2742,2742,2742
?,3222,3222,3222
?,226,226,226
?,9025,9025,9025
?,8615,8615,8615
?,8822,8822,8822
?,929,929,929
?,7110,7110,7110
?,50,50,50
?,9913,9913,9913
?,4637,4637,4637
?,1099,1099,1099
?,7617,7617,7617
?,5509,5509,5509
?,194,194,194
?,2774,2774,2774
?,4583,4583,4583
?,1995,1995,1995
?,3622,3622,3622
?,394,394,394
?,772,772,772
?,7270,7270,7270
?,8409,8409,8409
?,10245,10245,10245
?,8950,8950,8950
?,6934,6934,6934
?,8088,8088,8088
?,10644,10644,10644
?,5728,5728,5728
?,8449,8449,8449
?,11480,11480,11480
?,7940,7940,7940
?,5318,5318,5318
?,5582,5582,5582
?,11187,11187,11187
?,8868,8868,8868
?,5540,5540,5540
?,81,81,81
?,9629,9629,9629
?,5551,5551,5551
?,9422,9422,9422
?,1589,1589,1589
?,4976,4976,4976
?,5493,5493,5493
?,707,707,707
?,4861,4861,4861
?,10136,10136,10136
?,7172,7172,7172
?,2884,2884,2884
?,4065,4065,4065
?,6404,6404,6404
?,6756,6756,6756
?,10192,10192,10192
?,4773,4773,4773
?,11095,11095,11095
?,6445,6445,6445
?,2097,2097,2097
?,7297,7297,7297
?,2917,2917,2917
?,8220,8220,8220
?,7033,7033,7033
?,5557,5557,5557
?,1711,1711,1711
?,8851,8851,8851
?,2046,2046,2046
?,4720,4720,4720
?,11302,11302,11302
?,2201,2201,2201
?,645,645,645
?,5054,5054,5054
?,3703,3703,3703
?,10671,10671,10671
?,9068,9068,9068
?,4431,4431,4431
?,10849,10849,10849
?,5308,5308,5308
?,754,754,754
?,11174,11174,11174
?,11285,11285,11285
?,4248,4248,4248
?,6576,6576,6576
?,2396,2396,2396
?,1738,1738,1738
?,7979,7979,7979
?,6326,6326,6326
?,4273,4273,4273
?,10853,10853,10853
?,3169,3169,3169
?,4848,4848,4848
?,9909,9909,9909
?,3297,3297,3297
?,9405,9405,9405
?,4695,4695,4695
?,1747,1747,1747
?,6976,6976,6976
?,11713,11713,11713
?,6188,6188,6188
?,7359,7359,7359
?,4202,4202,4202
?,550,550,550
?,7236,7236,7236
?,9109,9109,9109
?,11122,11122,11122
?,9171,9171,9171
?,11011,11011,11011
?,11387,11387,11387
?,6873,6873,6873
?,9235,9235,9235
?,8369,8369,8369
?,11412,11412,11412
?,5897,5897,5897
?,8732,8732,8732
?,5156,5156,5156
?,7316,7316,7316
?,4436,4436,4436
?,10168,10168,10168
?,1235,1235,1235
?,1410,1410,1410
?,895,895,895
?,6477,6477,6477
?,10578,10578,10578
?,7156,7156,7156
?,7500,7500,7500
?,10504,10504,10504
?,2478,2478,2478
?,7026,7026,7026
?,4747,4747,4747
?,1502,1502,1502
?,8258,8258,8258
?,7334,7334,7334
?,10237,10237,10237
?,3870,3870,3870
?,10701,10701,10701
?,9488,9488,9488
?,7374,7374,7374
?,8815,8815,8815
?,10014,10014,10014
?,5195,5195,5195
?,3550,3550,3550
?,7447,7447,7447
?,7745,7745,7745
?,859,859,859
?,1188,1188,1188
?,2624,2624,2624
?,4567,4567,4567
?,9421,9421,9421
?,3486,3486,3486
?,1795,1795,1795
?,7065,7065,7065
?,4358,4358,4358
?,5839,5839,5839
?,11073,11073,11073
?,10978,10978,10978
?,9792,9792,9792
?,8545,8545,8545
?,2413,2413,2413
?,4239,4239,4239
?,4045,4045,4045
?,7186,7186,7186
?,8956,8956,8956
?,240,240,240
?,4431,4431,4431
?,7216,7216,7216
?,45,45,45
?,4797,4797,4797
?,644,644,644
?,7905,7905,7905
?,10294,10294,10294
?,9654,9654,9654
?,3292,3292,3292
?,6374,6374,6374
?,5646,5646,5646
?,1119,1119,1119
?,8339,8339,8339
?,7325,7325,7325
?,6116,6116,6116
?,6454,6454,6454
?,9502,9502,9502
?,2924,2924,2924
?,7080,7080,7080
?,11424,11424,11424
?,9659,9659,9659
?,2287,2287,2287
?,823,823,823
?,3614,3614,3614
?,10949,10949,10949
?,2606,2606,2606
?,7695,7695,7695
?,3414,3414,3414
?,5609,5609,5609
?,8132,8132,8132
?,1931,1931,1931
?,2310,2310,2310
?,5968,5968,5968
?,6380,6380,6380
?,7927,7927,7927
?,3025,3025,3025
?,1186,1186,1186
?,2529,2529,2529
?,4083,4083,4083
-,5086,5086,5086
-,3765,3765,3765
+,5995,267,865
+,701,914,276
+,7931,815,174
+,4647,710,126
+,7192,360,195
+,1973,158,333
+,474,349,394
+,1961,570,202
+,2519,836,967
+,6609,737,156
+,6813,90,212
+,7198,261,961
+,2973,883,704
+,7611,352,74
+,916,9,589
+,159,360,279
+,4002,135,891
+,2655,643,370
+,4906,144,887
+,4,347,6
+,7524,411,924
+,4344,515,653
+,7556,522,926
+,6378,662,897
+,4418,944,176
+,1323,13,449
+,6246,482,73
+,3063,400,192
+,7823,314,33
+,1629,679,188
+,4988,633,216
+,7781,542,958
+,5234,750,801
+,6894,155,416
+,2444,162,462
+,5122,249,158
+,7131,419,128
+,871,457,937
+,7476,439,449
+,4158,444,903
+,1463,343,933
+,6241,812,520
+,4100,126,594
+,2157,864,299
+,5895,394,550
+,7174,457,655
+,5915,468,770
+,26,597,702
+,3716,999,588
+,1295,274,621
+,3561,198,806
+,2404,206,427
+,913,354,652
+,2786,506,160
+,5250,849,745
+,6296,905,412
+,2185,516,266
+,6151,834,618
+,4398,897,4
+,7248,703,338
+,5584,414,664
+,938,919,449
+,5904,513,214
+,5572,191,32
+,94,77,406
+,7720,923,730
+,7051,795,211
+,4532,109,495
+,2059,611,15
+,4334,249,309
+,3834,937,212
+,4881,696,546
+,3126,193,204
+,3152,669,326
+,520,996,680
+,4885,908,745
+,3458,524,16
+,5574,407,412
+,6488,553,837
+,1310,161,255
+,5140,138,550
+,1252,889,122
+,898,611,227
+,7054,541,856
+,385,755,936
+,6191,659,894
+,744,977,198
+,4042,112,362
+,4174,793,906
+,1133,915,246
+,1796,495,557
+,2965,96,368
+,3271,251,266
+,4780,88,880
+,7354,593,822
+,3509,22,689
+,4788,793,436
+,6119,512,430
+,2152,187,241
+,4415,389,361
+,4598,296,406
+,6102,973,144
+,2020,934,668
+,7992,829,146
+,2169,883,974
+,1170,565,654
+,3758,134,148
+,5266,945,982
+,7491,107,653
+,7247,563,713
+,3241,889,981
+,4089,436,984
+,5369,101,965
+,1741,794,250
+,2577,44,978
+,5881,128,66
+,7179,542,296
+,4646,79,330
+,7724,491,864
+,7480,911,595
+,1728,945,667
+,542,404,139
+,2193,629,905
+,3286,65,38
+,2584,626,489
+,6594,362,188
+,262,978,432
+,6732,405,428
+,1876,383,50
+,458,219,428
+,6356,95,781
+,6294,570,952
+,6904,689,955
+,2656,116,297
+,5608,453,976
+,1799,482,200
+,4562,538,702
+,5637,464,84
+,5242,287,772
+,7580,592,18
+,2211,633,10
+,3108,915,976
+,3786,26,935
+,1338,349,865
+,2005,756,680
+,5973,181,407
+,4375,40,493
+,1401,647,181
+,5201,958,291
+,4990,292,525
+,584,334,914
+,5308,459,638
+,5599,733,547
+,7673,542,630
+,5749,64,236
+,2187,472,233
+,5490,120,911
+,1716,961,178
+,2910,610,803
+,3032,212,177
?,9420,9420,9420
?,7431,7431,7431
?,10988,10988,10988
-,4102,4102,4102
-,1380,1380,1380
-,5761,5761,5761
-,6006,6006,6006
-,4230,4230,4230
-,4259,4259,4259
-,1359,1359,1359
-,1192,1192,1192
-,6682,6682,6682
-,773,773,773
-,5248,5248,5248
-,1466,1466,1466
-,116,116,116
-,3492,3492,3492
-,5524,5524,5524
-,811,811,811
-,5844,5844,5844
-,5075,5075,5075
-,7972,7972,7972
-,459,459,459
-,1435,1435,1435
-,4803,4803,4803
-,1160,1160,1160
-,7404,7404,7404
-,1195,1195,1195
-,343,343,343
-,1979,1979,1979
-,5168,5168,5168
-,2380,2380,2380
-,6331,6331,6331
-,3717,3717,3717
-,1065,1065,1065
-,4380,4380,4380
-,1646,1646,1646
-,5140,5140,5140
-,5215,5215,5215
-,4389,4389,4389
-,7828,7828,7828
-,7346,7346,7346
-,5133,5133,5133
-,7496,7496,7496
-,6710,6710,6710
-,3094,3094,3094
-,5306,5306,5306
-,7222,7222,7222
+,1332,659,242
+,2988,929,464
+,6833,544,906
+,5207,168,74
+,3714,125,556
+,2277,40,61
+,3113,164,825
+,827,26,515
+,7098,263,482
+,1907,829,966
+,7006,545,737
+,653,743,107
+,2370,97,467
+,6332,752,353
